Module	SS	value
M89.0	Resnik	30
M89.0	Lin	61
M89.0	Nunivers	69
M89.0	AIC	73
M22.1	Annotation	86
M22.1	DF	53
M22.1	Ganesan	23
M22.1	LC	4
M22.1	PS	29
M22.1	Zhou	4
M22.1	Resnik	17
M22.1	Lin	57
M22.1	Nunivers	43
M22.1	AIC	15
M22.0	Annotation	137
M22.0	DF	49
M22.0	Ganesan	23
M22.0	LC	6
M22.0	PS	73
M22.0	Zhou	7
M22.0	Resnik	87
M22.0	Lin	78
M22.0	Nunivers	70
M22.0	AIC	21
M37.3	Annotation	74
M37.3	DF	47
M37.3	Ganesan	34
M37.3	LC	52
M37.3	PS	35
M37.3	Zhou	52
M37.3	Resnik	29
M37.3	Lin	24
M37.3	Nunivers	43
M37.3	AIC	7
M37.2	Annotation	144
M37.2	DF	87
M37.2	Ganesan	78
M37.2	LC	9
M37.2	PS	84
M37.2	Zhou	9
M37.2	Resnik	57
M37.2	Lin	58
M37.2	Nunivers	84
M37.2	AIC	68
M37.1	Annotation	209
M37.1	DF	98
M37.1	Ganesan	97
M37.1	LC	7
M37.1	PS	106
M37.1	Zhou	9
M37.1	Resnik	73
M37.1	Lin	77
M37.1	Nunivers	120
M37.1	AIC	83
M37.0	Annotation	1405
M37.0	DF	582
M37.0	Ganesan	535
M37.0	LC	951
M37.0	PS	723
M37.0	Zhou	19
M37.0	Resnik	340
M37.0	Lin	687
M37.0	Nunivers	586
M37.0	AIC	330
S9	Annotation	182
S9	DF	116
S9	Ganesan	101
S9	LC	26
S9	PS	104
S9	Zhou	18
S9	Resnik	73
S9	Lin	64
S9	Nunivers	103
S9	AIC	95
S8	Annotation	224
S8	DF	105
S8	Ganesan	132
S8	LC	13
S8	PS	121
S8	Zhou	20
S8	Resnik	70
S8	Lin	57
S8	Nunivers	133
S8	AIC	94
S7	Annotation	47
S7	DF	24
S7	Ganesan	5
S7	LC	5
S7	PS	24
S7	Zhou	7
S7	Resnik	21
S7	Lin	23
S7	Nunivers	29
S7	AIC	24
S6	Annotation	48
S6	DF	35
S6	Ganesan	7
S6	LC	4
S6	PS	20
S6	Zhou	4
S6	Resnik	15
S6	Lin	18
S6	Nunivers	29
S6	AIC	20
S5	Annotation	387
S5	DF	164
S5	Ganesan	180
S5	LC	20
S5	PS	202
S5	Zhou	28
S5	Resnik	156
S5	Lin	200
S5	Nunivers	212
S5	AIC	164
S4	Annotation	487
S4	DF	222
S4	Ganesan	219
S4	LC	228
S4	PS	58
S4	Zhou	21
S4	Resnik	197
S4	Lin	236
S4	Nunivers	219
S4	AIC	186
S3	Annotation	168
S3	DF	70
S3	Ganesan	84
S3	LC	12
S3	PS	81
S3	Zhou	11
S3	Resnik	62
S3	Lin	84
S3	Nunivers	81
S3	AIC	71
S2	Annotation	587
S2	DF	233
S2	Ganesan	306
S2	LC	464
S2	PS	272
S2	Zhou	25
S2	Resnik	134
S2	Lin	313
S2	Nunivers	307
S2	AIC	199
S1	Annotation	301
S1	DF	145
S1	Ganesan	167
S1	LC	15
S1	PS	149
S1	Zhou	13
S1	Resnik	82
S1	Lin	101
S1	Nunivers	141
S1	AIC	113
S0	Annotation	102
S0	DF	49
S0	Ganesan	22
S0	LC	4
S0	PS	22
S0	Zhou	3
S0	Resnik	32
S0	Lin	25
S0	Nunivers	61
S0	AIC	47
M250	Annotation	24
M250	DF	12
M250	Ganesan	9
M250	LC	6
M250	PS	14
M250	Zhou	6
M250	Resnik	10
M250	Lin	10
M250	Nunivers	13
M250	AIC	10
M27.1	Annotation	181
M27.1	DF	69
M27.1	Ganesan	75
M27.1	LC	74
M27.1	PS	88
M27.1	Zhou	48
M27.1	Resnik	82
M27.1	Lin	72
M27.1	Nunivers	77
M27.1	AIC	66
M27.0	Annotation	227
M27.0	DF	78
M27.0	Ganesan	87
M27.0	LC	12
M27.0	PS	92
M27.0	Zhou	28
M27.0	Resnik	100
M27.0	Lin	90
M27.0	Nunivers	107
M27.0	AIC	76
M118.1	Annotation	87
M118.1	DF	36
M118.1	Ganesan	53
M118.1	LC	4
M118.1	PS	52
M118.1	Zhou	3
M118.1	Resnik	20
M118.1	Lin	20
M118.1	Nunivers	38
M118.1	AIC	38
M118.0	Annotation	429
M118.0	DF	225
M118.0	Ganesan	177
M118.0	LC	208
M118.0	PS	248
M118.0	Zhou	15
M118.0	Resnik	167
M118.0	Lin	233
M118.0	Nunivers	215
M118.0	AIC	159
M145.1	Annotation	63
M145.1	DF	27
M145.1	Ganesan	6
M145.1	LC	6
M145.1	PS	28
M145.1	Zhou	4
M145.1	Resnik	31
M145.1	Lin	33
M145.1	Nunivers	47
M145.1	AIC	4
M145.0	Annotation	71
M145.0	DF	31
M145.0	Ganesan	47
M145.0	LC	10
M145.0	PS	51
M145.0	Zhou	9
M145.0	Resnik	38
M145.0	Lin	20
M145.0	Nunivers	40
M145.0	AIC	6
M249	Annotation	25
M249	DF	5
M249	Ganesan	7
M249	LC	7
M249	PS	10
M249	Zhou	7
M249	Resnik	5
M249	Lin	11
M249	Nunivers	16
M249	AIC	5
M248	Annotation	25
M248	DF	5
M248	Ganesan	7
M248	LC	7
M248	PS	10
M248	Zhou	7
M248	Resnik	5
M248	Lin	11
M248	Nunivers	16
M248	AIC	5
M247	Annotation	29
M247	DF	13
M247	Ganesan	10
M247	LC	4
M247	PS	16
M247	Zhou	4
M247	Resnik	11
M247	Lin	15
M247	Nunivers	21
M247	AIC	13
M246	Annotation	25
M246	DF	5
M246	Ganesan	7
M246	LC	7
M246	PS	10
M246	Zhou	7
M246	Resnik	5
M246	Lin	11
M246	Nunivers	16
M246	AIC	5
M245	Annotation	38
M245	DF	13
M245	Ganesan	12
M245	LC	4
M245	PS	11
M245	Zhou	6
M245	Resnik	13
M245	Lin	11
M245	Nunivers	20
M245	AIC	14
M244	Annotation	25
M244	DF	5
M244	Ganesan	7
M244	LC	7
M244	PS	10
M244	Zhou	7
M244	Resnik	5
M244	Lin	11
M244	Nunivers	16
M244	AIC	5
M243	Annotation	25
M243	DF	5
M243	Ganesan	7
M243	LC	7
M243	PS	10
M243	Zhou	7
M243	Resnik	5
M243	Lin	11
M243	Nunivers	16
M243	AIC	5
M242	Annotation	25
M242	DF	5
M242	Ganesan	7
M242	LC	7
M242	PS	10
M242	Zhou	7
M242	Resnik	5
M242	Lin	11
M242	Nunivers	16
M242	AIC	5
M241	Annotation	25
M241	DF	5
M241	Ganesan	7
M241	LC	7
M241	PS	10
M241	Zhou	7
M241	Resnik	5
M241	Lin	11
M241	Nunivers	16
M241	AIC	5
M240	Annotation	42
M240	DF	32
M240	Ganesan	9
M240	LC	9
M240	PS	12
M240	Zhou	9
M240	Resnik	14
M240	Lin	23
M240	Nunivers	27
M240	AIC	14
M17.3	Annotation	37
M17.3	DF	20
M17.3	Ganesan	15
M17.3	LC	4
M17.3	PS	18
M17.3	Zhou	4
M17.3	Resnik	12
M17.3	Lin	11
M17.3	Nunivers	23
M17.3	AIC	15
M204.1	Annotation	13
M204.1	DF	9
M204.1	Ganesan	4
M204.1	LC	4
M204.1	PS	6
M204.1	Zhou	4
M204.1	Resnik	9
M204.1	Lin	8
M204.1	Nunivers	9
M204.1	AIC	8
M17.2	Annotation	48
M17.2	DF	28
M17.2	Ganesan	14
M17.2	LC	7
M17.2	PS	15
M17.2	Zhou	7
M17.2	Resnik	5
M17.2	Lin	28
M17.2	Nunivers	29
M17.2	AIC	15
M204.0	Annotation	46
M204.0	DF	32
M204.0	Ganesan	5
M204.0	LC	5
M204.0	PS	14
M204.0	Zhou	4
M204.0	Resnik	23
M204.0	Lin	15
M204.0	Nunivers	33
M204.0	AIC	26
M17.1	Annotation	64
M17.1	DF	34
M17.1	Ganesan	10
M17.1	LC	6
M17.1	PS	22
M17.1	Zhou	6
M17.1	Resnik	22
M17.1	Lin	27
M17.1	Nunivers	40
M17.1	AIC	21
M17.0	Annotation	52
M17.0	DF	12
M17.0	Ganesan	4
M17.0	LC	2
M17.0	PS	20
M17.0	Zhou	2
M17.0	Resnik	9
M17.0	Lin	26
M17.0	Nunivers	26
M17.0	AIC	5
M239	Annotation	53
M239	DF	32
M239	Ganesan	14
M239	LC	8
M239	PS	29
M239	Zhou	14
M239	Resnik	14
M239	Lin	24
M239	Nunivers	37
M239	AIC	14
M238	Annotation	17
M238	DF	8
M238	Ganesan	12
M238	LC	4
M238	PS	8
M238	Zhou	4
M238	Resnik	8
M238	Lin	12
M238	Nunivers	13
M238	AIC	8
M135.1	Annotation	37
M135.1	DF	5
M135.1	Ganesan	6
M135.1	LC	4
M135.1	PS	10
M135.1	Zhou	4
M135.1	Resnik	8
M135.1	Lin	14
M135.1	Nunivers	25
M135.1	AIC	5
M237	Annotation	54
M237	DF	27
M237	Ganesan	10
M237	LC	9
M237	PS	10
M237	Zhou	10
M237	Resnik	11
M237	Lin	11
M237	Nunivers	36
M237	AIC	10
M135.0	Annotation	73
M135.0	DF	41
M135.0	Ganesan	6
M135.0	LC	5
M135.0	PS	18
M135.0	Zhou	6
M135.0	Resnik	10
M135.0	Lin	38
M135.0	Nunivers	54
M135.0	AIC	7
M236	Annotation	25
M236	DF	5
M236	Ganesan	7
M236	LC	7
M236	PS	10
M236	Zhou	7
M236	Resnik	5
M236	Lin	11
M236	Nunivers	16
M236	AIC	5
M235	Annotation	48
M235	DF	27
M235	Ganesan	5
M235	LC	5
M235	PS	7
M235	Zhou	5
M235	Resnik	23
M235	Lin	24
M235	Nunivers	24
M235	AIC	19
M234	Annotation	60
M234	DF	27
M234	Ganesan	4
M234	LC	4
M234	PS	7
M234	Zhou	4
M234	Resnik	29
M234	Lin	34
M234	Nunivers	33
M234	AIC	28
M233	Annotation	25
M233	DF	5
M233	Ganesan	7
M233	LC	7
M233	PS	10
M233	Zhou	7
M233	Resnik	5
M233	Lin	11
M233	Nunivers	16
M233	AIC	5
M232	Annotation	96
M232	DF	31
M232	Ganesan	32
M232	LC	11
M232	PS	17
M232	Zhou	11
M232	Resnik	42
M232	Lin	39
M232	Nunivers	50
M232	AIC	11
M231	Annotation	14
M231	DF	8
M231	Ganesan	5
M231	LC	4
M231	PS	8
M231	Zhou	4
M231	Resnik	9
M231	Lin	9
M231	Nunivers	10
M231	AIC	8
M230	Annotation	68
M230	DF	34
M230	Ganesan	38
M230	LC	7
M230	PS	35
M230	Zhou	5
M230	Resnik	29
M230	Lin	24
M230	Nunivers	35
M230	AIC	34
M86.1	Annotation	247
M86.1	DF	104
M86.1	Ganesan	31
M86.1	LC	30
M86.1	PS	20
M86.1	Zhou	16
M86.1	Resnik	116
M86.1	Lin	93
M86.1	Nunivers	110
M86.1	AIC	105
M86.0	Annotation	301
M86.0	DF	137
M86.0	Ganesan	13
M86.0	LC	11
M86.0	PS	124
M86.0	Zhou	18
M86.0	Resnik	137
M86.0	Lin	115
M86.0	Nunivers	144
M86.0	AIC	135
M162.1	Annotation	66
M162.1	DF	47
M162.1	Ganesan	29
M162.1	LC	11
M162.1	PS	25
M162.1	Zhou	11
M162.1	Resnik	36
M162.1	Lin	45
M162.1	Nunivers	44
M162.1	AIC	47
M162.0	Annotation	71
M162.0	DF	50
M162.0	Ganesan	28
M162.0	LC	8
M162.0	PS	28
M162.0	Zhou	4
M162.0	Resnik	33
M162.0	Lin	39
M162.0	Nunivers	51
M162.0	AIC	14
M177.1	Annotation	25
M177.1	DF	5
M177.1	Ganesan	7
M177.1	LC	7
M177.1	PS	10
M177.1	Zhou	7
M177.1	Resnik	5
M177.1	Lin	11
M177.1	Nunivers	16
M177.1	AIC	5
M177.0	Annotation	25
M177.0	DF	5
M177.0	Ganesan	7
M177.0	LC	7
M177.0	PS	10
M177.0	Zhou	7
M177.0	Resnik	5
M177.0	Lin	11
M177.0	Nunivers	16
M177.0	AIC	5
M229	Annotation	25
M229	DF	5
M229	Ganesan	7
M229	LC	7
M229	PS	10
M229	Zhou	7
M229	Resnik	5
M229	Lin	11
M229	Nunivers	16
M229	AIC	5
M228	Annotation	15
M228	DF	9
M228	Ganesan	10
M228	LC	4
M228	PS	4
M228	Zhou	3
M228	Resnik	3
M228	Lin	3
M228	Nunivers	11
M228	AIC	3
M227	Annotation	45
M227	DF	23
M227	Ganesan	18
M227	LC	4
M227	PS	18
M227	Zhou	4
M227	Resnik	13
M227	Lin	11
M227	Nunivers	26
M227	AIC	11
M226	Annotation	60
M226	DF	36
M226	Ganesan	5
M226	LC	6
M226	PS	20
M226	Zhou	5
M226	Resnik	30
M226	Lin	28
M226	Nunivers	41
M226	AIC	9
M225	Annotation	19
M225	DF	12
M225	Ganesan	5
M225	LC	3
M225	PS	5
M225	Zhou	3
M225	Resnik	11
M225	Lin	11
M225	Nunivers	13
M225	AIC	3
M224	Annotation	99
M224	DF	55
M224	Ganesan	45
M224	LC	9
M224	PS	41
M224	Zhou	10
M224	Resnik	26
M224	Lin	31
M224	Nunivers	64
M224	AIC	51
M223	Annotation	51
M223	DF	31
M223	Ganesan	9
M223	LC	8
M223	PS	12
M223	Zhou	7
M223	Resnik	21
M223	Lin	22
M223	Nunivers	39
M223	AIC	7
M222	Annotation	31
M222	DF	7
M222	Ganesan	10
M222	LC	5
M222	PS	9
M222	Zhou	5
M222	Resnik	10
M222	Lin	10
M222	Nunivers	20
M222	AIC	5
M61.2	Annotation	71
M61.2	DF	40
M61.2	Ganesan	37
M61.2	LC	18
M61.2	PS	35
M61.2	Zhou	11
M61.2	Resnik	27
M61.2	Lin	31
M61.2	Nunivers	44
M61.2	AIC	38
M221	Annotation	25
M221	DF	5
M221	Ganesan	7
M221	LC	7
M221	PS	10
M221	Zhou	7
M221	Resnik	5
M221	Lin	11
M221	Nunivers	16
M221	AIC	5
M61.1	Annotation	4
M61.1	DF	2
M61.1	Ganesan	2
M61.1	LC	2
M61.1	PS	2
M61.1	Zhou	2
M61.1	Resnik	2
M61.1	Lin	2
M61.1	Nunivers	2
M61.1	AIC	2
M220	Annotation	25
M220	DF	5
M220	Ganesan	7
M220	LC	7
M220	PS	10
M220	Zhou	7
M220	Resnik	5
M220	Lin	11
M220	Nunivers	16
M220	AIC	5
M61.0	Annotation	51
M61.0	DF	26
M61.0	Ganesan	5
M61.0	LC	5
M61.0	PS	15
M61.0	Zhou	4
M61.0	Resnik	26
M61.0	Lin	26
M61.0	Nunivers	25
M61.0	AIC	26
M152.2	Annotation	25
M152.2	DF	5
M152.2	Ganesan	7
M152.2	LC	7
M152.2	PS	10
M152.2	Zhou	7
M152.2	Resnik	5
M152.2	Lin	11
M152.2	Nunivers	16
M152.2	AIC	5
M152.1	Annotation	25
M152.1	DF	5
M152.1	Ganesan	7
M152.1	LC	7
M152.1	PS	10
M152.1	Zhou	7
M152.1	Resnik	5
M152.1	Lin	11
M152.1	Nunivers	16
M152.1	AIC	5
M5.1	Annotation	152
M5.1	DF	62
M5.1	Ganesan	79
M5.1	LC	36
M5.1	PS	83
M5.1	Zhou	42
M5.1	Resnik	27
M5.1	Lin	63
M5.1	Nunivers	78
M5.1	AIC	62
M152.0	Annotation	25
M152.0	DF	5
M152.0	Ganesan	7
M152.0	LC	7
M152.0	PS	10
M152.0	Zhou	7
M152.0	Resnik	5
M152.0	Lin	11
M152.0	Nunivers	16
M152.0	AIC	5
M5.0	Annotation	693
M5.0	DF	291
M5.0	Ganesan	260
M5.0	LC	488
M5.0	PS	257
M5.0	Zhou	12
M5.0	Resnik	240
M5.0	Lin	296
M5.0	Nunivers	270
M5.0	AIC	219
M219	Annotation	17
M219	DF	8
M219	Ganesan	11
M219	LC	3
M219	PS	10
M219	Zhou	3
M219	Resnik	7
M219	Lin	9
M219	Nunivers	8
M219	AIC	8
M218	Annotation	25
M218	DF	5
M218	Ganesan	7
M218	LC	7
M218	PS	10
M218	Zhou	7
M218	Resnik	5
M218	Lin	11
M218	Nunivers	16
M218	AIC	5
M217	Annotation	25
M217	DF	5
M217	Ganesan	7
M217	LC	7
M217	PS	10
M217	Zhou	7
M217	Resnik	5
M217	Lin	11
M217	Nunivers	16
M217	AIC	5
M216	Annotation	16
M216	DF	9
M216	Ganesan	11
M216	LC	5
M216	PS	7
M216	Zhou	4
M216	Resnik	8
M216	Lin	9
M216	Nunivers	11
M216	AIC	9
M215	Annotation	63
M215	DF	37
M215	Ganesan	36
M215	LC	18
M215	PS	36
M215	Zhou	22
M215	Resnik	27
M215	Lin	34
M215	Nunivers	41
M215	AIC	37
M214	Annotation	0
M214	DF	0
M214	Ganesan	0
M214	LC	0
M214	PS	0
M214	Zhou	0
M214	Resnik	0
M214	Lin	0
M214	Nunivers	0
M214	AIC	0
M213	Annotation	94
M213	DF	62
M213	Ganesan	7
M213	LC	7
M213	PS	15
M213	Zhou	11
M213	Resnik	17
M213	Lin	45
M213	Nunivers	60
M213	AIC	9
M212	Annotation	50
M212	DF	24
M212	Ganesan	28
M212	LC	10
M212	PS	14
M212	Zhou	9
M212	Resnik	19
M212	Lin	27
M212	Nunivers	31
M212	AIC	23
M211	Annotation	25
M211	DF	5
M211	Ganesan	7
M211	LC	7
M211	PS	10
M211	Zhou	7
M211	Resnik	5
M211	Lin	11
M211	Nunivers	16
M211	AIC	5
M210	Annotation	178
M210	DF	89
M210	Ganesan	17
M210	LC	17
M210	PS	47
M210	Zhou	18
M210	Resnik	40
M210	Lin	100
M210	Nunivers	85
M210	AIC	83
M199	Annotation	60
M199	DF	31
M199	Ganesan	36
M199	LC	9
M199	PS	19
M199	Zhou	9
M199	Resnik	18
M199	Lin	17
M199	Nunivers	43
M199	AIC	30
M198	Annotation	25
M198	DF	5
M198	Ganesan	7
M198	LC	7
M198	PS	10
M198	Zhou	7
M198	Resnik	5
M198	Lin	11
M198	Nunivers	16
M198	AIC	5
M197	Annotation	25
M197	DF	5
M197	Ganesan	7
M197	LC	7
M197	PS	10
M197	Zhou	7
M197	Resnik	5
M197	Lin	11
M197	Nunivers	16
M197	AIC	5
M196	Annotation	168
M196	DF	82
M196	Ganesan	22
M196	LC	23
M196	PS	93
M196	Zhou	17
M196	Resnik	101
M196	Lin	94
M196	Nunivers	98
M196	AIC	73
M195	Annotation	83
M195	DF	34
M195	Ganesan	10
M195	LC	10
M195	PS	16
M195	Zhou	11
M195	Resnik	21
M195	Lin	26
M195	Nunivers	38
M195	AIC	10
M194	Annotation	25
M194	DF	5
M194	Ganesan	7
M194	LC	7
M194	PS	10
M194	Zhou	7
M194	Resnik	5
M194	Lin	11
M194	Nunivers	16
M194	AIC	5
M193	Annotation	25
M193	DF	5
M193	Ganesan	7
M193	LC	7
M193	PS	10
M193	Zhou	7
M193	Resnik	5
M193	Lin	11
M193	Nunivers	16
M193	AIC	5
M192	Annotation	25
M192	DF	5
M192	Ganesan	7
M192	LC	7
M192	PS	10
M192	Zhou	7
M192	Resnik	5
M192	Lin	11
M192	Nunivers	16
M192	AIC	5
M99	Annotation	25
M99	DF	5
M99	Ganesan	7
M99	LC	7
M99	PS	10
M99	Zhou	7
M99	Resnik	5
M99	Lin	11
M99	Nunivers	16
M99	AIC	5
M191	Annotation	194
M191	DF	94
M191	Ganesan	13
M191	LC	9
M191	PS	91
M191	Zhou	12
M191	Resnik	84
M191	Lin	86
M191	Nunivers	102
M191	AIC	98
M190	Annotation	25
M190	DF	5
M190	Ganesan	7
M190	LC	7
M190	PS	10
M190	Zhou	7
M190	Resnik	5
M190	Lin	11
M190	Nunivers	16
M190	AIC	5
M97	Annotation	169
M97	DF	83
M97	Ganesan	90
M97	LC	5
M97	PS	78
M97	Zhou	5
M97	Resnik	69
M97	Lin	86
M97	Nunivers	94
M97	AIC	86
M209	Annotation	47
M209	DF	22
M209	Ganesan	8
M209	LC	9
M209	PS	18
M209	Zhou	8
M209	Resnik	17
M209	Lin	21
M209	Nunivers	22
M209	AIC	8
M96	Annotation	38
M96	DF	20
M96	Ganesan	14
M96	LC	2
M96	PS	13
M96	Zhou	2
M96	Resnik	5
M96	Lin	17
M96	Nunivers	22
M96	AIC	19
M208	Annotation	25
M208	DF	5
M208	Ganesan	7
M208	LC	7
M208	PS	10
M208	Zhou	7
M208	Resnik	5
M208	Lin	11
M208	Nunivers	16
M208	AIC	5
M207	Annotation	25
M207	DF	5
M207	Ganesan	7
M207	LC	7
M207	PS	10
M207	Zhou	7
M207	Resnik	5
M207	Lin	11
M207	Nunivers	16
M207	AIC	5
M94	Annotation	215
M94	DF	101
M94	Ganesan	109
M94	LC	12
M94	PS	27
M94	Zhou	11
M94	Resnik	106
M94	Lin	86
M94	Nunivers	107
M94	AIC	100
M184.1	Annotation	25
M184.1	DF	5
M184.1	Ganesan	7
M184.1	LC	7
M184.1	PS	10
M184.1	Zhou	7
M184.1	Resnik	5
M184.1	Lin	11
M184.1	Nunivers	16
M184.1	AIC	5
M206	Annotation	174
M206	DF	91
M206	Ganesan	94
M206	LC	8
M206	PS	57
M206	Zhou	10
M206	Resnik	86
M206	Lin	84
M206	Nunivers	114
M206	AIC	92
M93	Annotation	25
M93	DF	5
M93	Ganesan	7
M93	LC	7
M93	PS	10
M93	Zhou	7
M93	Resnik	5
M93	Lin	11
M93	Nunivers	16
M93	AIC	5
M184.0	Annotation	25
M184.0	DF	5
M184.0	Ganesan	7
M184.0	LC	7
M184.0	PS	10
M184.0	Zhou	7
M184.0	Resnik	5
M184.0	Lin	11
M184.0	Nunivers	16
M184.0	AIC	5
M205	Annotation	0
M205	DF	0
M205	Ganesan	0
M205	LC	0
M205	PS	0
M205	Zhou	0
M205	Resnik	0
M205	Lin	0
M205	Nunivers	0
M205	AIC	0
M92	Annotation	95
M92	DF	46
M92	Ganesan	10
M92	LC	6
M92	PS	12
M92	Zhou	6
M92	Resnik	21
M92	Lin	29
M92	Nunivers	44
M92	AIC	6
M91	Annotation	238
M91	DF	79
M91	Ganesan	90
M91	LC	121
M91	PS	102
M91	Zhou	11
M91	Resnik	105
M91	Lin	100
M91	Nunivers	105
M91	AIC	86
M203	Annotation	25
M203	DF	5
M203	Ganesan	7
M203	LC	7
M203	PS	10
M203	Zhou	7
M203	Resnik	5
M203	Lin	11
M203	Nunivers	16
M203	AIC	5
M90	Annotation	25
M90	DF	5
M90	Ganesan	7
M90	LC	7
M90	PS	10
M90	Zhou	7
M90	Resnik	5
M90	Lin	11
M90	Nunivers	16
M90	AIC	5
M202	Annotation	108
M202	DF	56
M202	Ganesan	10
M202	LC	7
M202	PS	12
M202	Zhou	8
M202	Resnik	46
M202	Lin	50
M202	Nunivers	58
