Module	SS	value
M8.92	Ganesan	18
M8.92	LC	3
M8.92	PS	18
M8.92	Zhou	5
M8.92	Resnik	15
M8.92	Lin	16
M8.92	Nunivers	19
M8.92	AIC	6
M9.45	Annotation	57
M9.45	DF	43
M9.45	Ganesan	13
M9.45	LC	6
M9.45	PS	13
M9.45	Zhou	6
M9.45	Resnik	20
M9.45	Lin	21
M9.45	Nunivers	43
M9.45	AIC	10
M6.20	Annotation	197
M6.20	DF	103
M6.20	Ganesan	93
M6.20	LC	7
M6.20	PS	87
M6.20	Zhou	9
M6.20	Resnik	41
M6.20	Lin	111
M6.20	Nunivers	93
M6.20	AIC	93
M8.91	Annotation	36
M8.91	DF	7
M8.91	Ganesan	7
M8.91	LC	6
M8.91	PS	14
M8.91	Zhou	9
M8.91	Resnik	7
M8.91	Lin	18
M8.91	Nunivers	30
M8.91	AIC	10
M9.44	Annotation	55
M9.44	DF	28
M9.44	Ganesan	13
M9.44	LC	12
M9.44	PS	31
M9.44	Zhou	12
M9.44	Resnik	15
M9.44	Lin	26
M9.44	Nunivers	34
M9.44	AIC	13
M8.90	Annotation	23
M8.90	DF	14
M8.90	Ganesan	12
M8.90	LC	2
M8.90	PS	5
M8.90	Zhou	2
M8.90	Resnik	12
M8.90	Lin	17
M8.90	Nunivers	14
M8.90	AIC	2
M9.43	Annotation	82
M9.43	DF	42
M9.43	Ganesan	47
M9.43	LC	8
M9.43	PS	25
M9.43	Zhou	8
M9.43	Resnik	16
M9.43	Lin	38
M9.43	Nunivers	48
M9.43	AIC	28
M9.42	Annotation	63
M9.42	DF	31
M9.42	Ganesan	39
M9.42	LC	4
M9.42	PS	22
M9.42	Zhou	8
M9.42	Resnik	20
M9.42	Lin	19
M9.42	Nunivers	45
M9.42	AIC	30
M9.41	Annotation	90
M9.41	DF	45
M9.41	Ganesan	7
M9.41	LC	8
M9.41	PS	14
M9.41	Zhou	7
M9.41	Resnik	35
M9.41	Lin	52
M9.41	Nunivers	50
M9.41	AIC	9
M9.40	Annotation	88
M9.40	DF	47
M9.40	Ganesan	47
M9.40	LC	7
M9.40	PS	50
M9.40	Zhou	7
M9.40	Resnik	39
M9.40	Lin	36
M9.40	Nunivers	53
M9.40	AIC	42
M6.19	Annotation	129
M6.19	DF	71
M6.19	Ganesan	9
M6.19	LC	6
M6.19	PS	64
M6.19	Zhou	7
M6.19	Resnik	32
M6.19	Lin	50
M6.19	Nunivers	73
M6.19	AIC	66
M6.18	Annotation	70
M6.18	DF	43
M6.18	Ganesan	11
M6.18	LC	6
M6.18	PS	12
M6.18	Zhou	6
M6.18	Resnik	28
M6.18	Lin	41
M6.18	Nunivers	51
M6.18	AIC	5
M8.89	Annotation	57
M8.89	DF	29
M8.89	Ganesan	8
M8.89	LC	6
M8.89	PS	12
M8.89	Zhou	8
M8.89	Resnik	12
M8.89	Lin	30
M8.89	Nunivers	35
M8.89	AIC	9
M6.17	Annotation	197
M6.17	DF	106
M6.17	Ganesan	95
M6.17	LC	7
M6.17	PS	100
M6.17	Zhou	11
M6.17	Resnik	52
M6.17	Lin	97
M6.17	Nunivers	108
M6.17	AIC	98
M8.88	Annotation	45
M8.88	DF	12
M8.88	Ganesan	29
M8.88	LC	6
M8.88	PS	28
M8.88	Zhou	5
M8.88	Resnik	11
M8.88	Lin	20
M8.88	Nunivers	22
M8.88	AIC	12
M6.16	Annotation	122
M6.16	DF	58
M6.16	Ganesan	47
M6.16	LC	7
M6.16	PS	63
M6.16	Zhou	13
M6.16	Resnik	38
M6.16	Lin	39
M6.16	Nunivers	68
M6.16	AIC	15
M8.87	Annotation	90
M8.87	DF	57
M8.87	Ganesan	8
M8.87	LC	8
M8.87	PS	15
M8.87	Zhou	8
M8.87	Resnik	29
M8.87	Lin	31
M8.87	Nunivers	42
M8.87	AIC	14
M6.15	Annotation	57
M6.15	DF	37
M6.15	Ganesan	3
M6.15	LC	3
M6.15	PS	22
M6.15	Zhou	3
M6.15	Resnik	30
M6.15	Lin	32
M6.15	Nunivers	41
M6.15	AIC	4
M8.86	Annotation	23
M8.86	DF	17
M8.86	Ganesan	13
M8.86	LC	5
M8.86	PS	9
M8.86	Zhou	7
M8.86	Resnik	9
M8.86	Lin	9
M8.86	Nunivers	19
M8.86	AIC	12
M9.39	Annotation	186
M9.39	DF	96
M9.39	Ganesan	30
M9.39	LC	7
M9.39	PS	28
M9.39	Zhou	8
M9.39	Resnik	74
M9.39	Lin	79
M9.39	Nunivers	90
M9.39	AIC	86
M6.14	Annotation	209
M6.14	DF	105
M6.14	Ganesan	114
M6.14	LC	20
M6.14	PS	86
M6.14	Zhou	20
M6.14	Resnik	92
M6.14	Lin	70
M6.14	Nunivers	127
M6.14	AIC	101
M8.85	Annotation	80
M8.85	DF	49
M8.85	Ganesan	39
M8.85	LC	6
M8.85	PS	40
M8.85	Zhou	10
M8.85	Resnik	38
M8.85	Lin	46
M8.85	Nunivers	54
M8.85	AIC	13
M9.38	Annotation	24
M9.38	DF	10
M9.38	Ganesan	3
M9.38	LC	4
M9.38	PS	10
M9.38	Zhou	3
M9.38	Resnik	9
M9.38	Lin	10
M9.38	Nunivers	10
M9.38	AIC	10
M6.13	Annotation	250
M6.13	DF	102
M6.13	Ganesan	114
M6.13	LC	25
M6.13	PS	117
M6.13	Zhou	18
M6.13	Resnik	78
M6.13	Lin	109
M6.13	Nunivers	106
M6.13	AIC	84
M8.84	Annotation	9
M8.84	DF	5
M8.84	Ganesan	3
M8.84	LC	3
M8.84	PS	7
M8.84	Zhou	3
M8.84	Resnik	3
M8.84	Lin	7
M8.84	Nunivers	6
M8.84	AIC	3
M9.37	Annotation	56
M9.37	DF	29
M9.37	Ganesan	37
M9.37	LC	13
M9.37	PS	35
M9.37	Zhou	6
M9.37	Resnik	26
M9.37	Lin	24
M9.37	Nunivers	32
M9.37	AIC	12
M6.12	Annotation	195
M6.12	DF	112
M6.12	Ganesan	89
M6.12	LC	29
M6.12	PS	26
M6.12	Zhou	23
M6.12	Resnik	92
M6.12	Lin	92
M6.12	Nunivers	110
M6.12	AIC	114
M8.83	Annotation	64
M8.83	DF	30
M8.83	Ganesan	37
M8.83	LC	6
M8.83	PS	39
M8.83	Zhou	4
M8.83	Resnik	25
M8.83	Lin	24
M8.83	Nunivers	30
M8.83	AIC	30
M9.36	Annotation	144
M9.36	DF	73
M9.36	Ganesan	60
M9.36	LC	13
M9.36	PS	74
M9.36	Zhou	12
M9.36	Resnik	58
M9.36	Lin	68
M9.36	Nunivers	76
M9.36	AIC	73
M7.9	Annotation	596
M7.9	DF	219
M7.9	Ganesan	316
M7.9	LC	20
M7.9	PS	331
M7.9	Zhou	28
M7.9	Resnik	257
M7.9	Lin	291
M7.9	Nunivers	290
M7.9	AIC	210
M6.11	Annotation	104
M6.11	DF	48
M6.11	Ganesan	37
M6.11	LC	11
M6.11	PS	27
M6.11	Zhou	7
M6.11	Resnik	28
M6.11	Lin	49
M6.11	Nunivers	65
M6.11	AIC	20
M8.82	Annotation	34
M8.82	DF	14
M8.82	Ganesan	5
M8.82	LC	5
M8.82	PS	17
M8.82	Zhou	5
M8.82	Resnik	12
M8.82	Lin	13
M8.82	Nunivers	19
M8.82	AIC	11
M9.35	Annotation	146
M9.35	DF	67
M9.35	Ganesan	68
M9.35	LC	14
M9.35	PS	64
M9.35	Zhou	13
M9.35	Resnik	61
M9.35	Lin	77
M9.35	Nunivers	69
M9.35	AIC	66
M7.8	Annotation	383
M7.8	DF	175
M7.8	Ganesan	172
M7.8	LC	37
M7.8	PS	151
M7.8	Zhou	15
M7.8	Resnik	155
M7.8	Lin	169
M7.8	Nunivers	214
M7.8	AIC	143
M6.10	Annotation	256
M6.10	DF	110
M6.10	Ganesan	126
M6.10	LC	9
M6.10	PS	118
M6.10	Zhou	13
M6.10	Resnik	128
M6.10	Lin	134
M6.10	Nunivers	122
M6.10	AIC	104
M8.81	Annotation	38
M8.81	DF	14
M8.81	Ganesan	3
M8.81	LC	3
M8.81	PS	5
M8.81	Zhou	3
M8.81	Resnik	18
M8.81	Lin	20
M8.81	Nunivers	27
M8.81	AIC	3
M9.34	Annotation	73
M9.34	DF	45
M9.34	Ganesan	12
M9.34	LC	9
M9.34	PS	19
M9.34	Zhou	9
M9.34	Resnik	29
M9.34	Lin	22
M9.34	Nunivers	53
M9.34	AIC	35
M7.7	Annotation	394
M7.7	DF	210
M7.7	Ganesan	168
M7.7	LC	13
M7.7	PS	182
M7.7	Zhou	9
M7.7	Resnik	193
M7.7	Lin	179
M7.7	Nunivers	180
M7.7	AIC	181
M8.80	Annotation	18
M8.80	DF	9
M8.80	Ganesan	14
M8.80	LC	5
M8.80	PS	13
M8.80	Zhou	5
M8.80	Resnik	8
M8.80	Lin	8
M8.80	Nunivers	11
M8.80	AIC	5
M9.33	Annotation	123
M9.33	DF	68
M9.33	Ganesan	68
M9.33	LC	5
M9.33	PS	23
M9.33	Zhou	10
M9.33	Resnik	47
M9.33	Lin	40
M9.33	Nunivers	73
M9.33	AIC	71
M7.6	Annotation	375
M7.6	DF	219
M7.6	Ganesan	182
M7.6	LC	9
M7.6	PS	146
M7.6	Zhou	9
M7.6	Resnik	109
M7.6	Lin	201
M7.6	Nunivers	170
M7.6	AIC	146
M9.32	Annotation	143
M9.32	DF	74
M9.32	Ganesan	12
M9.32	LC	9
M9.32	PS	86
M9.32	Zhou	18
M9.32	Resnik	69
M9.32	Lin	70
M9.32	Nunivers	71
M9.32	AIC	75
M7.5	Annotation	477
M7.5	DF	251
M7.5	Ganesan	241
M7.5	LC	15
M7.5	PS	267
M7.5	Zhou	32
M7.5	Resnik	215
M7.5	Lin	253
M7.5	Nunivers	237
M7.5	AIC	145
M9.31	Annotation	207
M9.31	DF	107
M9.31	Ganesan	101
M9.31	LC	13
M9.31	PS	26
M9.31	Zhou	17
M9.31	Resnik	85
M9.31	Lin	89
M9.31	Nunivers	111
M9.31	AIC	84
M7.4	Annotation	519
M7.4	DF	237
M7.4	Ganesan	247
M7.4	LC	43
M7.4	PS	272
M7.4	Zhou	41
M7.4	Resnik	188
M7.4	Lin	205
M7.4	Nunivers	296
M7.4	AIC	229
M9.30	Annotation	186
M9.30	DF	105
M9.30	Ganesan	81
M9.30	LC	19
M9.30	PS	80
M9.30	Zhou	15
M9.30	Resnik	69
M9.30	Lin	103
M9.30	Nunivers	118
M9.30	AIC	84
M7.3	Annotation	565
M7.3	DF	220
M7.3	Ganesan	270
M7.3	LC	26
M7.3	PS	250
M7.3	Zhou	16
M7.3	Resnik	212
M7.3	Lin	250
M7.3	Nunivers	259
M7.3	AIC	206
M7.2	Annotation	220
M7.2	DF	127
M7.2	Ganesan	130
M7.2	LC	19
M7.2	PS	54
M7.2	Zhou	28
M7.2	Resnik	87
M7.2	Lin	116
M7.2	Nunivers	115
M7.2	AIC	76
M7.1	Annotation	853
M7.1	DF	403
M7.1	Ganesan	399
M7.1	LC	353
M7.1	PS	451
M7.1	Zhou	26
M7.1	Resnik	299
M7.1	Lin	375
M7.1	Nunivers	386
M7.1	AIC	292
M8.79	Annotation	23
M8.79	DF	10
M8.79	Ganesan	10
M8.79	LC	6
M8.79	PS	13
M8.79	Zhou	9
M8.79	Resnik	12
M8.79	Lin	11
M8.79	Nunivers	10
M8.79	AIC	7
M8.78	Annotation	32
M8.78	DF	14
M8.78	Ganesan	3
M8.78	LC	3
M8.78	PS	14
M8.78	Zhou	3
M8.78	Resnik	8
M8.78	Lin	10
M8.78	Nunivers	21
M8.78	AIC	12
M8.77	Annotation	62
M8.77	DF	38
M8.77	Ganesan	5
M8.77	LC	10
M8.77	PS	11
M8.77	Zhou	6
M8.77	Resnik	18
M8.77	Lin	18
M8.77	Nunivers	38
M8.77	AIC	5
M8.76	Annotation	48
M8.76	DF	33
M8.76	Ganesan	8
M8.76	LC	8
M8.76	PS	28
M8.76	Zhou	7
M8.76	Resnik	17
M8.76	Lin	26
M8.76	Nunivers	30
M8.76	AIC	32
M8.75	Annotation	83
M8.75	DF	52
M8.75	Ganesan	45
M8.75	LC	11
M8.75	PS	49
M8.75	Zhou	12
M8.75	Resnik	38
M8.75	Lin	35
M8.75	Nunivers	59
M8.75	AIC	51
M9.29	Annotation	97
M9.29	DF	53
M9.29	Ganesan	43
M9.29	LC	7
M9.29	PS	46
M9.29	Zhou	21
M9.29	Resnik	37
M9.29	Lin	47
M9.29	Nunivers	48
M9.29	AIC	42
M8.74	Annotation	31
M8.74	DF	13
M8.74	Ganesan	6
M8.74	LC	5
M8.74	PS	8
M8.74	Zhou	5
M8.74	Resnik	13
M8.74	Lin	14
M8.74	Nunivers	17
M8.74	AIC	5
M9.28	Annotation	83
M9.28	DF	52
M9.28	Ganesan	10
M9.28	LC	6
M9.28	PS	22
M9.28	Zhou	10
M9.28	Resnik	49
M9.28	Lin	50
M9.28	Nunivers	51
M9.28	AIC	17
M8.73	Annotation	57
M8.73	DF	44
M8.73	Ganesan	12
M8.73	LC	8
M8.73	PS	14
M8.73	Zhou	8
M8.73	Resnik	13
M8.73	Lin	24
M8.73	Nunivers	43
M8.73	AIC	28
M9.27	Annotation	171
M9.27	DF	64
M9.27	Ganesan	81
M9.27	LC	26
M9.27	PS	27
M9.27	Zhou	23
M9.27	Resnik	70
M9.27	Lin	83
M9.27	Nunivers	90
M9.27	AIC	67
M8.72	Annotation	29
M8.72	DF	7
M8.72	Ganesan	20
M8.72	LC	4
M8.72	PS	17
M8.72	Zhou	4
M8.72	Resnik	8
M8.72	Lin	21
M8.72	Nunivers	20
M8.72	AIC	7
M9.26	Annotation	124
M9.26	DF	74
M9.26	Ganesan	62
M9.26	LC	46
M9.26	PS	58
M9.26	Zhou	15
M9.26	Resnik	80
M9.26	Lin	64
M9.26	Nunivers	86
M9.26	AIC	50
M8.71	Annotation	1
M8.71	DF	0
M8.71	Ganesan	0
M8.71	LC	0
M8.71	PS	0
M8.71	Zhou	0
M8.71	Resnik	0
M8.71	Lin	0
M8.71	Nunivers	0
M8.71	AIC	0
M9.25	Annotation	140
M9.25	DF	81
M9.25	Ganesan	66
M9.25	LC	5
M9.25	PS	26
M9.25	Zhou	5
M9.25	Resnik	23
M9.25	Lin	56
M9.25	Nunivers	89
M9.25	AIC	82
M8.70	Annotation	59
M8.70	DF	33
M8.70	Ganesan	31
M8.70	LC	7
M8.70	PS	32
M8.70	Zhou	7
M8.70	Resnik	12
M8.70	Lin	11
M8.70	Nunivers	33
M8.70	AIC	33
M9.24	Annotation	188
M9.24	DF	92
M9.24	Ganesan	92
M9.24	LC	14
M9.24	PS	90
M9.24	Zhou	15
M9.24	Resnik	70
M9.24	Lin	99
M9.24	Nunivers	116
M9.24	AIC	89
M9.23	Annotation	265
M9.23	DF	133
M9.23	Ganesan	131
M9.23	LC	16
M9.23	PS	142
M9.23	Zhou	27
M9.23	Resnik	103
M9.23	Lin	141
M9.23	Nunivers	163
M9.23	AIC	112
M9.22	Annotation	283
M9.22	DF	136
M9.22	Ganesan	145
M9.22	LC	17
M9.22	PS	154
M9.22	Zhou	39
M9.22	Resnik	145
M9.22	Lin	154
M9.22	Nunivers	128
M9.22	AIC	111
M9.21	Annotation	211
M9.21	DF	104
M9.21	Ganesan	120
M9.21	LC	14
M9.21	PS	112
M9.21	Zhou	10
M9.21	Resnik	26
M9.21	Lin	91
M9.21	Nunivers	118
M9.21	AIC	96
M9.20	Annotation	246
M9.20	DF	102
M9.20	Ganesan	116
M9.20	LC	8
M9.20	PS	105
M9.20	Zhou	12
M9.20	Resnik	108
M9.20	Lin	98
M9.20	Nunivers	127
M9.20	AIC	92
M1.2	Annotation	99
M1.2	DF	61
M1.2	Ganesan	12
M1.2	LC	13
M1.2	PS	52
M1.2	Zhou	14
M1.2	Resnik	18
M1.2	Lin	43
M1.2	Nunivers	72
M1.2	AIC	34
M1.1	Annotation	315
M1.1	DF	168
M1.1	Ganesan	146
M1.1	LC	17
M1.1	PS	128
M1.1	Zhou	13
M1.1	Resnik	150
M1.1	Lin	136
M1.1	Nunivers	187
M1.1	AIC	138
M8.69	Annotation	60
M8.69	DF	36
M8.69	Ganesan	7
M8.69	LC	7
M8.69	PS	21
M8.69	Zhou	7
M8.69	Resnik	25
M8.69	Lin	26
M8.69	Nunivers	37
M8.69	AIC	36
M8.68	Annotation	26
M8.68	DF	21
M8.68	Ganesan	3
M8.68	LC	3
M8.68	PS	5
M8.68	Zhou	3
M8.68	Resnik	17
M8.68	Lin	12
M8.68	Nunivers	19
M8.68	AIC	3
M8.67	Annotation	120
M8.67	DF	45
M8.67	Ganesan	7
M8.67	LC	7
M8.67	PS	12
M8.67	Zhou	11
M8.67	Resnik	26
M8.67	Lin	32
M8.67	Nunivers	67
M8.67	AIC	47
M8.66	Annotation	99
M8.66	DF	61
M8.66	Ganesan	10
M8.66	LC	5
M8.66	PS	19
M8.66	Zhou	8
M8.66	Resnik	48
M8.66	Lin	61
M8.66	Nunivers	66
M8.66	AIC	13
M8.65	Annotation	60
M8.65	DF	36
M8.65	Ganesan	8
M8.65	LC	8
M8.65	PS	7
M8.65	Zhou	8
M8.65	Resnik	35
M8.65	Lin	17
M8.65	Nunivers	39
M8.65	AIC	9
M9.19	Annotation	219
M9.19	DF	114
M9.19	Ganesan	112
M9.19	LC	11
M9.19	PS	48
M9.19	Zhou	18
M9.19	Resnik	88
M9.19	Lin	108
M9.19	Nunivers	112
M9.19	AIC	110
M8.64	Annotation	79
M8.64	DF	38
M8.64	Ganesan	40
M8.64	LC	6
M8.64	PS	39
M8.64	Zhou	7
M8.64	Resnik	17
M8.64	Lin	27
M8.64	Nunivers	47
M8.64	AIC	38
M9.18	Annotation	200
M9.18	DF	97
M9.18	Ganesan	12
M9.18	LC	11
M9.18	PS	18
M9.18	Zhou	6
M9.18	Resnik	61
M9.18	Lin	110
M9.18	Nunivers	98
M9.18	AIC	75
M8.63	Annotation	59
M8.63	DF	44
M8.63	Ganesan	30
M8.63	LC	10
M8.63	PS	18
M8.63	Zhou	41
M8.63	Resnik	16
M8.63	Lin	40
M8.63	Nunivers	38
M8.63	AIC	9
M9.17	Annotation	287
M9.17	DF	115
M9.17	Ganesan	161
M9.17	LC	13
M9.17	PS	142
M9.17	Zhou	23
M9.17	Resnik	137
M9.17	Lin	151
M9.17	Nunivers	133
M9.17	AIC	113
M8.62	Annotation	113
M8.62	DF	56
M8.62	Ganesan	49
M8.62	LC	9
M8.62	PS	31
M8.62	Zhou	9
M8.62	Resnik	39
M8.62	Lin	70
M8.62	Nunivers	62
M8.62	AIC	50
M9.16	Annotation	168
M9.16	DF	95
M9.16	Ganesan	12
M9.16	LC	11
M9.16	PS	17
M9.16	Zhou	14
M9.16	Resnik	61
M9.16	Lin	68
M9.16	Nunivers	115
M9.16	AIC	11
M8.61	Annotation	103
M8.61	DF	62
M8.61	Ganesan	53
M8.61	LC	5
M8.61	PS	20
M8.61	Zhou	7
M8.61	Resnik	49
M8.61	Lin	63
M8.61	Nunivers	62
M8.61	AIC	11
M9.15	Annotation	308
M9.15	DF	135
M9.15	Ganesan	156
M9.15	LC	16
M9.15	PS	123
M9.15	Zhou	12
M9.15	Resnik	118
M9.15	Lin	150
M9.15	Nunivers	142
M9.15	AIC	130
M8.60	Annotation	64
M8.60	DF	32
M8.60	Ganesan	23
M8.60	LC	2
M8.60	PS	40
M8.60	Zhou	17
M8.60	Resnik	27
M8.60	Lin	34
M8.60	Nunivers	41
M8.60	AIC	32
M9.14	Annotation	289
M9.14	DF	147
M9.14	Ganesan	159
M9.14	LC	15
M9.14	PS	159
M9.14	Zhou	15
M9.14	Resnik	133
M9.14	Lin	129
M9.14	Nunivers	151
M9.14	AIC	133
M9.13	Annotation	183
M9.13	DF	79
M9.13	Ganesan	98
M9.13	LC	12
M9.13	PS	91
M9.13	Zhou	14
M9.13	Resnik	64
M9.13	Lin	64
M9.13	Nunivers	108
M9.13	AIC	57
M9.12	Annotation	250
M9.12	DF	134
M9.12	Ganesan	133
M9.12	LC	26
M9.12	PS	115
M9.12	Zhou	8
M9.12	Resnik	98
M9.12	Lin	130
M9.12	Nunivers	123
M9.12	AIC	106
M9.11	Annotation	243
M9.11	DF	130
M9.11	Ganesan	132
M9.11	LC	14
M9.11	PS	123
M9.11	Zhou	15
M9.11	Resnik	84
M9.11	Lin	133
M9.11	Nunivers	141
M9.11	AIC	130
M9.10	Annotation	172
M9.10	DF	84
M9.10	Ganesan	105
M9.10	LC	8
M9.10	PS	103
M9.10	Zhou	14
M9.10	Resnik	87
M9.10	Lin	82
M9.10	Nunivers	93
M9.10	AIC	72
M8.9	Annotation	57
M8.9	DF	36
M8.9	Ganesan	34
M8.9	LC	9
M8.9	PS	34
M8.9	Zhou	13
M8.9	Resnik	29
M8.9	Lin	30
M8.9	Nunivers	42
M8.9	AIC	34
M8.8	Annotation	213
M8.8	DF	113
M8.8	Ganesan	10
M8.8	LC	12
M8.8	PS	38
M8.8	Zhou	15
M8.8	Resnik	84
M8.8	Lin	113
M8.8	Nunivers	112
M8.8	AIC	109
M8.7	Annotation	114
M8.7	DF	75
M8.7	Ganesan	63
M8.7	LC	7
M8.7	PS	22
M8.7	Zhou	10
M8.7	Resnik	53
M8.7	Lin	62
M8.7	Nunivers	80
M8.7	AIC	70
M8.6	Annotation	131
M8.6	DF	89
M8.6	Ganesan	73
M8.6	LC	7
M8.6	PS	50
M8.6	Zhou	7
M8.6	Resnik	52
M8.6	Lin	60
M8.6	Nunivers	77
M8.6	AIC	57
M8.5	Annotation	135
M8.5	DF	62
M8.5	Ganesan	68
M8.5	LC	7
M8.5	PS	70
M8.5	Zhou	11
M8.5	Resnik	61
M8.5	Lin	48
M8.5	Nunivers	73
M8.5	AIC	58
M8.4	Annotation	195
M8.4	DF	104
M8.4	Ganesan	107
M8.4	LC	14
M8.4	PS	105
M8.4	Zhou	14
M8.4	Resnik	56
M8.4	Lin	77
M8.4	Nunivers	105
M8.4	AIC	104
M8.3	Annotation	234
M8.3	DF	131
M8.3	Ganesan	12
M8.3	LC	8
M8.3	PS	28
M8.3	Zhou	9
M8.3	Resnik	120
M8.3	Lin	103
M8.3	Nunivers	136
M8.3	AIC	134
M8.59	Annotation	100
M8.59	DF	47
M8.59	Ganesan	49
M8.59	LC	9
M8.59	PS	58
M8.59	Zhou	6
M8.59	Resnik	29
M8.59	Lin	39
M8.59	Nunivers	50
M8.59	AIC	48
M8.2	Annotation	331
M8.2	DF	180
M8.2	Ganesan	18
M8.2	LC	14
M8.2	PS	48
M8.2	Zhou	18
M8.2	Resnik	175
M8.2	Lin	141
M8.2	Nunivers	155
M8.2	AIC	144
M8.58	Annotation	32
M8.58	DF	12
M8.58	Ganesan	6
M8.58	LC	4
M8.58	PS	9
M8.58	Zhou	4
M8.58	Resnik	6
M8.58	Lin	10
M8.58	Nunivers	23
M8.58	AIC	6
M8.1	Annotation	140
M8.1	DF	74
M8.1	Ganesan	78
M8.1	LC	13
M8.1	PS	69
M8.1	Zhou	7
M8.1	Resnik	70
M8.1	Lin	62
M8.1	Nunivers	83
M8.1	AIC	53
M8.57	Annotation	65
M8.57	DF	44
M8.57	Ganesan	7
M8.57	LC	3
M8.57	PS	24
M8.57	Zhou	3
M8.57	Resnik	19
M8.57	Lin	19
M8.57	Nunivers	39
M8.57	AIC	11
M8.56	Annotation	155
M8.56	DF	78
M8.56	Ganesan	9
M8.56	LC	9
M8.56	PS	29
M8.56	Zhou	9
M8.56	Resnik	87
M8.56	Lin	87
M8.56	Nunivers	97
M8.56	AIC	72
M8.55	Annotation	40
M8.55	DF	28
M8.55	Ganesan	26
M8.55	LC	4
M8.55	PS	8
M8.55	Zhou	4
