Module	SS	value
M5.5	LC	13
M5.5	PS	227
M5.5	Zhou	15
M5.5	Resnik	221
M5.5	Lin	274
M5.5	Nunivers	308
M5.5	AIC	202
M7.14	Annotation	149
M7.14	DF	84
M7.14	Ganesan	16
M7.14	LC	13
M7.14	PS	78
M7.14	Zhou	14
M7.14	Resnik	86
M7.14	Lin	58
M7.14	Nunivers	86
M7.14	AIC	75
M5.4	Annotation	426
M5.4	DF	219
M5.4	Ganesan	184
M5.4	LC	17
M5.4	PS	39
M5.4	Zhou	11
M5.4	Resnik	132
M5.4	Lin	142
M5.4	Nunivers	194
M5.4	AIC	201
M7.13	Annotation	195
M7.13	DF	92
M7.13	Ganesan	108
M7.13	LC	7
M7.13	PS	110
M7.13	Zhou	9
M7.13	Resnik	81
M7.13	Lin	78
M7.13	Nunivers	102
M7.13	AIC	86
M5.3	Annotation	322
M5.3	DF	161
M5.3	Ganesan	158
M5.3	LC	11
M5.3	PS	22
M5.3	Zhou	15
M5.3	Resnik	142
M5.3	Lin	152
M5.3	Nunivers	189
M5.3	AIC	152
M7.12	Annotation	267
M7.12	DF	116
M7.12	Ganesan	129
M7.12	LC	10
M7.12	PS	117
M7.12	Zhou	25
M7.12	Resnik	137
M7.12	Lin	138
M7.12	Nunivers	155
M7.12	AIC	114
M5.2	Annotation	261
M5.2	DF	156
M5.2	Ganesan	131
M5.2	LC	10
M5.2	PS	108
M5.2	Zhou	9
M5.2	Resnik	85
M5.2	Lin	86
M5.2	Nunivers	144
M5.2	AIC	96
M7.11	Annotation	454
M7.11	DF	198
M7.11	Ganesan	219
M7.11	LC	22
M7.11	PS	196
M7.11	Zhou	22
M7.11	Resnik	172
M7.11	Lin	209
M7.11	Nunivers	186
M7.11	AIC	183
M5.1	Annotation	1025
M5.1	DF	325
M5.1	Ganesan	483
M5.1	LC	730
M5.1	PS	539
M5.1	Zhou	27
M5.1	Resnik	384
M5.1	Lin	469
M5.1	Nunivers	454
M5.1	AIC	306
M7.10	Annotation	452
M7.10	DF	214
M7.10	Ganesan	221
M7.10	LC	12
M7.10	PS	239
M7.10	Zhou	20
M7.10	Resnik	181
M7.10	Lin	238
M7.10	Nunivers	217
M7.10	AIC	175
M6.9	Annotation	104
M6.9	DF	63
M6.9	Ganesan	53
M6.9	LC	4
M6.9	PS	12
M6.9	Zhou	3
M6.9	Resnik	51
M6.9	Lin	45
M6.9	Nunivers	65
M6.9	AIC	55
M6.8	Annotation	135
M6.8	DF	73
M6.8	Ganesan	72
M6.8	LC	5
M6.8	PS	28
M6.8	Zhou	9
M6.8	Resnik	75
M6.8	Lin	71
M6.8	Nunivers	64
M6.8	AIC	53
M6.7	Annotation	241
M6.7	DF	105
M6.7	Ganesan	123
M6.7	LC	8
M6.7	PS	118
M6.7	Zhou	10
M6.7	Resnik	46
M6.7	Lin	118
M6.7	Nunivers	122
M6.7	AIC	104
M6.6	Annotation	346
M6.6	DF	188
M6.6	Ganesan	197
M6.6	LC	31
M6.6	PS	183
M6.6	Zhou	19
M6.6	Resnik	165
M6.6	Lin	169
M6.6	Nunivers	172
M6.6	AIC	141
M6.5	Annotation	312
M6.5	DF	139
M6.5	Ganesan	167
M6.5	LC	23
M6.5	PS	152
M6.5	Zhou	12
M6.5	Resnik	154
M6.5	Lin	168
M6.5	Nunivers	177
M6.5	AIC	139
